Entity Name,Entity ID,Entity Type,Research Destination Test,Independent Knowledge Test,Relationship Convergence,Long-Term Significance,Better Parent Assessment,Entity Worthiness Score,Recommended Knowledge Role,Supporting Evidence,Justification,Final Recommendation,Human Decision
Somewhere in the Skies Episode #26 — Karl Pfeiffer: The Science and Philosophy of the Paranormal,2017-somewhere-in-the-skies-episode-26,podcast_episode,borderline,pass,fail,fail,yes,47,Supporting Entity,0 inbound; 6 outbound; 6 related entities; 1 references,Somewhere in the Skies Episode #26 — Karl Pfeiffer: The Science and Philosophy of the Paranormal scores 47/100. only 6 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #27 — Aaron Mahnke: The Story Behind LORE,2017-somewhere-in-the-skies-episode-27,podcast_episode,fail,pass,fail,fail,yes,41,Supporting Entity,0 inbound; 5 outbound; 5 related entities; 1 references,Somewhere in the Skies Episode #27 — Aaron Mahnke: The Story Behind LORE scores 41/100. only 5 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #28 — Shannon LeGro: Into the Fray,2017-somewhere-in-the-skies-episode-28,podcast_episode,fail,pass,fail,fail,yes,37,Supporting Entity,0 inbound; 4 outbound; 4 related entities; 1 references,Somewhere in the Skies Episode #28 — Shannon LeGro: Into the Fray scores 37/100. only 4 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #29 — Brian Bethel: Black Eyed Kid Phenomenon,2017-somewhere-in-the-skies-episode-29,podcast_episode,borderline,pass,fail,fail,yes,45,Supporting Entity,0 inbound; 6 outbound; 6 related entities; 1 references,Somewhere in the Skies Episode #29 — Brian Bethel: Black Eyed Kid Phenomenon scores 45/100. only 6 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #3 — Greg Eghigian: History of a Cultural Phenomenon,2017-somewhere-in-the-skies-episode-3,podcast_episode,borderline,pass,fail,fail,yes,45,Supporting Entity,0 inbound; 5 outbound; 5 related entities; 1 references,Somewhere in the Skies Episode #3 — Greg Eghigian: History of a Cultural Phenomenon scores 45/100. only 5 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #30 — The Andreasson Abduction,2017-somewhere-in-the-skies-episode-30,podcast_episode,fail,pass,fail,fail,yes,44,Supporting Entity,0 inbound; 5 outbound; 5 related entities; 1 references,Somewhere in the Skies Episode #30 — The Andreasson Abduction scores 44/100. only 5 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #31 — Robbie Graham: Silver Screen Saucers,2017-somewhere-in-the-skies-episode-31,podcast_episode,fail,pass,fail,fail,yes,40,Supporting Entity,0 inbound; 4 outbound; 4 related entities; 1 references,Somewhere in the Skies Episode #31 — Robbie Graham: Silver Screen Saucers scores 40/100. only 4 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #32 — Rob Kristoffersen: Men in Black,2017-somewhere-in-the-skies-episode-32,podcast_episode,fail,pass,fail,fail,yes,37,Supporting Entity,0 inbound; 4 outbound; 4 related entities; 1 references,Somewhere in the Skies Episode #32 — Rob Kristoffersen: Men in Black scores 37/100. only 4 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #33 — Michael Huntington: Childhood UFO Encounters,2017-somewhere-in-the-skies-episode-33,podcast_episode,fail,pass,fail,fail,yes,44,Supporting Entity,0 inbound; 5 outbound; 5 related entities; 1 references,Somewhere in the Skies Episode #33 — Michael Huntington: Childhood UFO Encounters scores 44/100. only 5 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #34 — Witness Accounts: Volume One,2017-somewhere-in-the-skies-episode-34,podcast_episode,fail,pass,fail,fail,yes,42,Supporting Entity,0 inbound; 4 outbound; 4 related entities; 1 references,Somewhere in the Skies Episode #34 — Witness Accounts: Volume One scores 42/100. only 4 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #35 — Paul Cornell: Saucer Country,2017-somewhere-in-the-skies-episode-35,podcast_episode,fail,pass,fail,fail,yes,39,Supporting Entity,0 inbound; 4 outbound; 4 related entities; 1 references,Somewhere in the Skies Episode #35 — Paul Cornell: Saucer Country scores 39/100. only 4 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #36 — UFO Roundtable: The Year In Review,2017-somewhere-in-the-skies-episode-36,podcast_episode,fail,pass,fail,fail,yes,42,Supporting Entity,0 inbound; 4 outbound; 4 related entities; 1 references,Somewhere in the Skies Episode #36 — UFO Roundtable: The Year In Review scores 42/100. only 4 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #4 — Annie Jacobsen: Phenomena,2017-somewhere-in-the-skies-episode-4,podcast_episode,fail,pass,fail,fail,yes,37,Supporting Entity,0 inbound; 4 outbound; 4 related entities; 1 references,Somewhere in the Skies Episode #4 — Annie Jacobsen: Phenomena scores 37/100. only 4 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
